"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","hashtag"
"RT @newsmax: Vice President Kamala Harris laughed after being asked why she hadn't visited the U.S.-Mexico border since President Joe Biden…",FALSE,0,NA,2021-06-08 16:51:58,FALSE,NA,"1402307425697370114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","freedomalways50",118,TRUE,FALSE,NA,NA,"biden"
"NEW: Biden is already pledging to lecture Putin on the importance of ""respecting human rights"" during their upcomin… https://t.co/pNsUuAsfok",FALSE,17,NA,2021-06-08 16:51:58,TRUE,NA,"1402307425441619974",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RachBlevins",4,FALSE,FALSE,NA,NA,"biden"
"RT @Amy_Siskind: I feel like I'm saying this a lot - but what the h*ll is Garland doing?!!!! https://t.co/emtUM88AQB",FALSE,0,NA,2021-06-08 16:51:58,FALSE,NA,"1402307424774615041",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Joe_Glidden",1244,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:51:58,FALSE,NA,"1402307424611188736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JbkJbk1234",147,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: The Senate is set to approve President Biden's first judicial nominees this week, marking the start of an ambitious push…",FALSE,0,NA,2021-06-08 16:51:57,FALSE,NA,"1402307423113728002",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sauterelle115",364,TRUE,FALSE,NA,NA,"biden"
"RT @JaneMayerNYer: Joe Manchin is opposing big parts of Biden's agenda as the Koch network pressures him https://t.co/yqTEZxwYYE",FALSE,0,NA,2021-06-08 16:51:57,FALSE,NA,"1402307422983761921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnKochCampus",303,TRUE,FALSE,NA,NA,"biden"
"RT @garybizzo: Palestinian president pays $42k to family of terrorist who killed Israelis after Biden restarted aid: report https://t.co/dX…",FALSE,0,NA,2021-06-08 16:51:57,FALSE,NA,"1402307422643838976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BillyBoysDaddy",3,TRUE,FALSE,NA,NA,"biden"
"RT @newsmax: Vice President Kamala Harris laughed after being asked why she hadn't visited the U.S.-Mexico border since President Joe Biden…",FALSE,0,NA,2021-06-08 16:51:57,FALSE,NA,"1402307422618849291",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","derekmackay1",118,TRUE,FALSE,NA,NA,"biden"
"@KamalaHarris the easiest thing President Biden, could do is order clerks submissions default judgments. Why that h… https://t.co/a2lKkAxn6i",FALSE,0,"KamalaHarris",2021-06-08 16:51:57,TRUE,NA,"1402307421716979713","30354991","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roman94618643",0,FALSE,FALSE,NA,NA,"biden"
"RT @mehdirhasan: “Democrats are giving up on their greatest achievement since the 1960s”
#mustread  https://t.co/fK0Fd7fdyU",FALSE,0,NA,2021-06-08 16:51:57,FALSE,NA,"1402307421553324034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","filediva4",20,TRUE,FALSE,NA,NA,"biden"
"@HieronymusMcG @SenatorTimScott If Tim truly wants to solve the problem he would drag 9 Republicans kicking and scr… https://t.co/suVACz9Min",FALSE,1,"HieronymusMcG",2021-06-08 16:51:57,TRUE,"1402306228403978244","1402307421171748875","1026842876284755968","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DbWrasslin",0,FALSE,FALSE,NA,NA,"biden"
"RT @TomJChicago: 1 It’s not working out. Biden needs to cut AG Garland loose. Admit the mistake &amp; move on before more Barr legacy damage is…",FALSE,0,NA,2021-06-08 16:51:57,FALSE,NA,"1402307419229900800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lindaoa38027243",651,TRUE,FALSE,NA,NA,"biden"
"RT @lavern_spicer: Kamala dear, it’s not your job to fix Guatemala, it’s your job to fix the America Joe Biden broke.",FALSE,0,NA,2021-06-08 16:51:56,FALSE,NA,"1402307417724133379",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShelleyLedoux",470,TRUE,FALSE,NA,NA,"biden"
"RT @garybizzo: Palestinian president pays $42k to family of terrorist who killed Israelis after Biden restarted aid: report https://t.co/dX…",FALSE,0,NA,2021-06-08 16:51:55,FALSE,NA,"1402307414456635393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sudeepkhatri",3,TRUE,FALSE,NA,NA,"biden"
"RT @SenTedCruz: Joe Biden and Kamala Harris could fix the border crisis tomorrow by ending ""catch and release"" and by reinstating the Remai…",FALSE,0,NA,2021-06-08 16:51:55,FALSE,NA,"1402307414108561420",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Andrew64W",387,TRUE,FALSE,NA,NA,"biden"
"@StevenHarp_ @MARCANDERSONNWO Biden’s being Biden happened.",FALSE,1,"StevenHarp_",2021-06-08 16:51:55,FALSE,"1402304351855693828","1402307413949259776","2290406826","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hollypearlgray",0,FALSE,FALSE,NA,NA,"biden"
"@CBPWestTexas Biden ends Wait in Mexico program.

https://t.co/ypcttPsbab",FALSE,0,"CBPWestTexas",2021-06-08 16:51:55,FALSE,NA,"1402307413399724032","331054182","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NolanR1",0,FALSE,FALSE,NA,NA,"biden"
"RT @jbendery: The Senate is currently voting to confirm the first judicial nominee of Biden's admin.

Julien Xavier Neals is on track to be…",FALSE,0,NA,2021-06-08 16:51:55,FALSE,NA,"1402307412602855426",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1Truthkeeper",27,TRUE,FALSE,NA,NA,"biden"
"RT @RonnyJacksonTX: Kamala says “we’ve been to the border” which is an outright LIE - and when pushed further, she LAUGHS at the crisis.

M…",FALSE,0,NA,2021-06-08 16:51:55,FALSE,NA,"1402307412435025931",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raul5144",118,TRUE,FALSE,NA,NA,"biden"
"RT @SpringSteps: Guatemalan President Alejandro Giammattei informed Kamala Harris that the Biden admin policies are directly linked to the…",FALSE,0,NA,2021-06-08 16:51:55,FALSE,NA,"1402307412086902791",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mbolch",37,TRUE,FALSE,NA,NA,"biden"
"RT @BidenTracking: 4: Joe Biden supporting a unanimous decision by the Supreme Court that blocked immigrants in the U.S. on humanitarian gr…",FALSE,0,NA,2021-06-08 16:51:55,FALSE,NA,"1402307411558473733",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","angremlin",157,TRUE,FALSE,NA,NA,"biden"
"RT @JaneMayerNYer: Joe Manchin is opposing big parts of Biden's agenda as the Koch network pressures him https://t.co/yqTEZxwYYE",FALSE,0,NA,2021-06-08 16:51:55,FALSE,NA,"1402307410786721792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saltyconchy",303,TRUE,FALSE,NA,NA,"biden"
"RT @ArthurSchwartz: Blinken: Biden will lift sanctions on Iran even if previously sanctioned Iranian entities fund terrorism. But no more m…",FALSE,0,NA,2021-06-08 16:51:54,FALSE,NA,"1402307410744774659",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","al17189",64,TRUE,FALSE,NA,NA,"biden"
"RT @alexalee_DC: America's Supply Chains 100 days Review Report is here. On Semiconductors, the US will strengthen engagement with allies a…",FALSE,0,NA,2021-06-08 16:51:54,FALSE,NA,"1402307409041756160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SealRiddle",12,TRUE,FALSE,NA,NA,"biden"
"RT @JuddLegum: Charles Koch said he regretted being partisan and pledged to be bipartisan moving forward and is now spending his cash to pr…",FALSE,0,NA,2021-06-08 16:51:54,FALSE,NA,"1402307408769155073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lexicaldrrift",479,TRUE,FALSE,NA,NA,"biden"
"RT @AmericaNewsroom: ""Their strategy is simple. It's try and cover this up."" @SenTedCruz on why President Biden and VP Harris have not visi…",FALSE,0,NA,2021-06-08 16:51:54,FALSE,NA,"1402307408211349516",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ervin13965329",104,TRUE,FALSE,NA,NA,"biden"
"RT @johncardillo: If they can get you to focus on a harmless phone call @RudyGiuliani made to Ukraine two years ago, they can take your foc…",FALSE,0,NA,2021-06-08 16:51:54,FALSE,NA,"1402307408051965952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yardonna",285,TRUE,FALSE,NA,NA,"biden"
"@debdafoe @HunterJCullen @MSNBC I said it before I saw what you posted. You are so correct. @MSNBC only goal here w… https://t.co/07jOf3HkTJ",FALSE,0,"debdafoe",2021-06-08 16:51:54,TRUE,"1402303722923823109","1402307408043646977","3006250545","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DARDYER",0,FALSE,FALSE,NA,NA,"biden"
"RT @sahilkapur: NEW: The Senate just confirmed @JoeBiden's first judge.

https://t.co/OHuiObXQ6s",FALSE,0,NA,2021-06-08 16:51:54,FALSE,NA,"1402307406718291975",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pegster99",25,TRUE,FALSE,NA,NA,"biden"
"Biden administration threatens Texas with legal action over migrant detention facility closures https://t.co/d4lNhmMYT8 #FoxNews",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307406386827273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TerranEmpire",0,FALSE,FALSE,NA,NA,"biden"
"RT @paulafr68963440: Is Cornwall ready for Joe Biden ? 🤣",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307406319788037",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyWells7",7,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307406088970241",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","16PawsWY",147,TRUE,FALSE,NA,NA,"biden"
"RT @kk131066: https://t.co/wmwH72K0mq

THE PAGE OF THE BRAVE - 678

#Trump
#racism
#coronavirus

#BlackLivesMatter
#VoterSuppression
#Truth…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307406047154176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nana_carver",23,TRUE,FALSE,NA,NA,"biden"
"RT @GOPLeader: President Biden shuts down American pipelines, yet he green lights Russian pipelines. Meanwhile, drivers pay more at the pum…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307405417963525",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrAdamMiddleto1",6747,TRUE,FALSE,NA,NA,"biden"
"RT @anthonycwalker: This anti-vaxxer on Parler is oddly peeved at the fact Biden is giving away unused vaccines. https://t.co/iRr67KsOMM",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307405237481473",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rachel_maria65",42,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307404537139201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RaineLHu",147,TRUE,FALSE,NA,NA,"biden"
"RT @thehill: Jane Fonda: ""[President Biden has] done a lot of very good things. But not enough. Not bold enough and not fast enough. We're…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307404264611841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jazlynnw32a",85,TRUE,FALSE,NA,NA,"biden"
"RT @mirandadevine: 1. You should be ashamed of yourself @GlennKesslerWP. Carrying water for Biden. Again trying and failing to discredit ou…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307404151234565",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rielthots",1769,TRUE,FALSE,NA,NA,"biden"
"RT @SpockResists: I understand that we are all impatient after 4 years of Trump. However, we have to give Biden and his administration time…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307404080070658",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Michael60691909",13,TRUE,FALSE,NA,NA,"biden"
"@ColbyCocke @TheClearCider @TomJChicago The point is that Biden won’t boast he “flew “up the stairs in a record time.",FALSE,0,"ColbyCocke",2021-06-08 16:51:53,FALSE,"1402076817209675776","1402307403861966858","925185278628601857","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NongagL",0,FALSE,FALSE,NA,NA,"biden"
"RT @CR_indipolitico: Columna #IndicadorPolitico de Carlos Ramírez @carlosramirezh
Los espíritus de Reagan,  Kissinger, Walters y Gavin revi…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307403765387269",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarcialFlores16",3,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:51:53,FALSE,NA,"1402307403106893825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RtRivesresister",147,TRUE,FALSE,NA,NA,"biden"
"RT @PamKeithFL: 79% of WV supports the For the People Act.

80% support Biden’s Infrastructure and jobs plans.

So.... who is Manchin “repr…",FALSE,0,NA,2021-06-08 16:51:52,FALSE,NA,"1402307400888111111",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dwebbcmc",538,TRUE,FALSE,NA,NA,"biden"
"RT @Amy_Siskind: I feel like I'm saying this a lot - but what the h*ll is Garland doing?!!!! https://t.co/emtUM88AQB",FALSE,0,NA,2021-06-08 16:51:52,FALSE,NA,"1402307400502235142",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SiriusMemoFx",1244,TRUE,FALSE,NA,NA,"biden"
"RT @mkolken: The ""Biden"" administration is making legal immigration as difficult as possible while reinstating ""catch and release"" and paus…",FALSE,0,NA,2021-06-08 16:51:52,FALSE,NA,"1402307400489652233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lauraburkhart9",13,TRUE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:51:51,FALSE,NA,"1402307397830381569",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SassyLynn14",147,TRUE,FALSE,NA,NA,"biden"
"RT @cuitlahuac2000: @Enzo_2017 @lopezdoriga Espero que nuestro vecino Biden no ayude a liberarnos del acuerdo de Río y ysq",FALSE,0,NA,2021-06-08 16:51:51,FALSE,NA,"1402307397545250819",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cuitlahuac2000",1,TRUE,FALSE,NA,NA,"biden"
"@hojackfborseman @VaushV yep joe biden did yep yep",FALSE,0,"hojackfborseman",2021-06-08 16:51:51,FALSE,"1402178469010673664","1402307397264289792","1369527491736395777","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Monkeyapo",0,FALSE,FALSE,NA,NA,"biden"
"RT @SenSchumer: The Senate today will achieve an important milestone:

We will confirm the first of many judicial appointments during The B…",FALSE,0,NA,2021-06-08 16:51:51,FALSE,NA,"1402307396748427270",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AMalik25",497,TRUE,FALSE,NA,NA,"biden"
"RT @1FreshTake: Biden administration identifies almost 4,000 migrant children separated during Trump era!

Trump lost them!

Agree!?",FALSE,0,NA,2021-06-08 16:51:51,FALSE,NA,"1402307396232482816",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rebeccaj1111",2,TRUE,FALSE,NA,NA,"biden"
"@FoxBusiness Biden is doing a great job despite ur nonstop hit job. Y did u block this ad? https://t.co/UbFTa3rpJ5",FALSE,0,"FoxBusiness",2021-06-08 16:51:51,FALSE,"1402283505845997568","1402307395838152704","56413858","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cbregman2",0,FALSE,FALSE,NA,NA,"biden"
"RT @anthonycwalker: This anti-vaxxer on Parler is oddly peeved at the fact Biden is giving away unused vaccines. https://t.co/iRr67KsOMM",FALSE,0,NA,2021-06-08 16:51:51,FALSE,NA,"1402307395036930058",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TJMair",42,TRUE,FALSE,NA,NA,"biden"
"@AmberMoH It’s a shame to spend money on a sign that just has a lie on it.  Luckily, despite the constant lies and… https://t.co/hoUYGDscC1",FALSE,0,"AmberMoH",2021-06-08 16:51:50,TRUE,"1402071229192982534","1402307391094394881","249798220","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","04tard",0,FALSE,FALSE,NA,NA,"biden"
"RT @kylegriffin1: It's official: The Senate just voted 66-33 to confirm Julien Xavier Neals to be U.S. District Judge for the District of N…",FALSE,0,NA,2021-06-08 16:51:50,FALSE,NA,"1402307390666645505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fredi_Louise_97",147,TRUE,FALSE,NA,NA,"biden"
"New book says Trump may have conspiracy-theoried his way to defeat; thought Dems would replace Biden https://t.co/yendvaXeHK",FALSE,0,NA,2021-06-08 16:51:50,FALSE,NA,"1402307390410735616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chrisdanne2",0,FALSE,FALSE,NA,NA,"biden"
"RT @El_Comunista__: I would feel so shitty right now if I had voted for Biden and Kamala after they just pulled that Trump style anti-immig…",FALSE,0,NA,2021-06-08 16:51:49,FALSE,NA,"1402307389227945993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProPeace97",6,TRUE,FALSE,NA,NA,"biden"
"RT @BidenTracking: IMPORTANT: Today, has been the worst day of the Biden presidency thus far. I’m not joking. Here’s a thread of all the te…",FALSE,0,NA,2021-06-08 16:51:49,FALSE,NA,"1402307386950492171",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","anarchygay",1339,TRUE,FALSE,NA,NA,"biden"
"@Mamavong_ @RepThomasMassie Found these parts of interest. Trump’s own State Dept squashed looking into it and Pomp… https://t.co/CE3tVVX4A9",FALSE,0,"Mamavong_",2021-06-08 16:51:49,TRUE,"1402306639869497346","1402307386665320452","2775888362","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jr_williford",0,FALSE,FALSE,NA,NA,"biden"
"Merve biden utkumdan uzak dur https://t.co/W39fxP1lxh",FALSE,1,NA,2021-06-08 16:51:49,FALSE,NA,"1402307386409422851",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ecoamakaleynaci",0,FALSE,FALSE,NA,NA,"biden"
"RT @davenewworld_2: I stand with my friend @ejeancarroll. She was raped by Donald Trump, and her defamation suit against him should go to t…",FALSE,0,NA,2021-06-08 16:54:38,FALSE,NA,"1402308097301835781",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KJNO816",3,TRUE,FALSE,NA,NA,"trump"
"RT @mehdirhasan: Trump played golf! Over and over and over and over and over and over and over and over and over and over and over and over…",FALSE,0,NA,2021-06-08 16:54:38,FALSE,NA,"1402308096962277380",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ohplanetnavaho",631,TRUE,FALSE,NA,NA,"trump"
"RT @deAdder: Cartoon for @PostOpinions @washingtonpost #trump #RepublicanParty https://t.co/XH0bQUjdsv",FALSE,0,NA,2021-06-08 16:54:38,FALSE,NA,"1402308096140054530",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","oldtimepam",239,TRUE,FALSE,NA,NA,"trump"
"@BreitbartNews Now let's review how many times you and these others blocked and tackled for Trump, shall we? (And y… https://t.co/Ury72a1MWi",FALSE,0,"BreitbartNews",2021-06-08 16:54:38,TRUE,"1402307717960802308","1402308095934619648","457984599","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IntlMergers",0,FALSE,FALSE,NA,NA,"trump"
"@DonaldJTrumpJr https://t.co/UTWGCmR5mF",FALSE,0,"DonaldJTrumpJr",2021-06-08 16:54:38,FALSE,"1400622193474781184","1402308095309721606","39344374","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2abetter2morrow",0,FALSE,FALSE,NA,NA,"trump"
"RT @CawthornforNC: This is American Leadership! I am so honored to have the leadership and support of President Trump! 

America First 🇺🇸
O…",FALSE,0,NA,2021-06-08 16:54:38,FALSE,NA,"1402308094554640386",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SharonMackin2",1110,TRUE,FALSE,NA,NA,"trump"
"@CFC_H20 the money was only for her grandmother’s house, not the community. If the conservatives really cared about… https://t.co/tqmqDMRXVm",FALSE,0,"CFC_H20",2021-06-08 16:54:38,TRUE,"1402241620251131910","1402308094504353800","1170032839372476417","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsZaaki",0,FALSE,FALSE,NA,NA,"trump"
"RT @BaddCompani: WOW

RUDY GIULIANI

HAS BEEN OUTED FOR QUID PRO QUO

TREASON🖕🤷‍♂️

DEAR DONALD TRUMP

TIK TOK",FALSE,0,NA,2021-06-08 16:54:37,FALSE,NA,"1402308093812391944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matange2",72,TRUE,FALSE,NA,NA,"trump"
"RT @CartoonsBen: Obama and Trump? No comparison!

https://t.co/wWylnwXaAw https://t.co/Ju4Ji2hn3X",FALSE,0,NA,2021-06-08 16:54:37,FALSE,NA,"1402308093761912832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CRamzSSG",19,TRUE,FALSE,NA,NA,"trump"
"RT @matthewjdowd: The question for us all is: if Trump and the gop have been willing to abandon all norms and traditions to put in place an…",FALSE,0,NA,2021-06-08 16:54:37,FALSE,NA,"1402308093074022406",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","foxgti",3282,TRUE,FALSE,NA,NA,"trump"
"Some Peruvian-Americans voted for Biden last year because of Trump’s right-wing views.... then go to for the far-ri… https://t.co/ygj2k7AnjM",FALSE,0,NA,2021-06-08 16:54:37,TRUE,NA,"1402308091828342785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flowergirlmrcdz",0,FALSE,FALSE,NA,NA,"trump"
"@BaddCompani We could solve half the mental health problems in this country just by bringing Flynn, Trump et al to justice.🙄",FALSE,0,"BaddCompani",2021-06-08 16:54:37,FALSE,"1402295362954547217","1402308090700120066","868673067223887872","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","contrarymary197",0,FALSE,FALSE,NA,NA,"trump"
"RT @P8R1OT: The audit in AZ will continue and it will conclude whether Democrats like it or not.

Add AZ to the Trump column ✔️",FALSE,0,NA,2021-06-08 16:54:37,FALSE,NA,"1402308090616291338",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TeresaSegars",239,TRUE,FALSE,NA,NA,"trump"
"RT @RichardGrenell: . @Twitter is dying. It’s shamefully covering up news that doesn’t help Democrats. 

They are in danger of a collapse.…",FALSE,0,NA,2021-06-08 16:54:37,FALSE,NA,"1402308090322636800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","auroviryavaan",145,TRUE,FALSE,NA,NA,"trump"
"@seanhannity It amazes me how people are defending Biden’s actions by showing a picture of Trump in baggy pants…",FALSE,0,"seanhannity",2021-06-08 16:54:36,FALSE,"1402021306955091984","1402308089831956484","41634520","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AntimaskJ",0,FALSE,FALSE,NA,NA,"trump"
"RT @matthewjdowd: The question for us all is: if Trump and the gop have been willing to abandon all norms and traditions to put in place an…",FALSE,0,NA,2021-06-08 16:54:36,FALSE,NA,"1402308089353805835",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","klpaint1960",3282,TRUE,FALSE,NA,NA,"trump"
"@prplmrngglrys @IngrahamAngle You clearly never watched a trump speech.....",FALSE,0,"prplmrngglrys",2021-06-08 16:54:36,FALSE,"1402307431078666246","1402308089315921922","24965493","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WasTak3n",0,FALSE,FALSE,NA,NA,"trump"
"RT @BGN960: Consider this: 
It's clear that Trump and the Q-Fringe have literally turned the American Flag into a symbol of hate.  In some…",FALSE,0,NA,2021-06-08 16:54:36,FALSE,NA,"1402308087734808578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MelissaV007",1,TRUE,FALSE,NA,NA,"trump"
"RT @cansino1perala1: Dos cosas pueden ser verdad al mismo tiempo:
-Kamala y los dems son unos hipócritas de dimensiones bíblicas. 4 años ll…",FALSE,0,NA,2021-06-08 16:54:36,FALSE,NA,"1402308086786842627",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anonp1100",2,TRUE,FALSE,NA,NA,"trump"
"@4YrsToday Obama and Trump 
See the difference? https://t.co/bXhzTg1DcM",FALSE,0,"4YrsToday",2021-06-08 16:54:35,FALSE,"1402304687441793024","1402308085985660930","848276549308739584","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","scccage",0,FALSE,FALSE,NA,NA,"trump"
"RT @rexglacer: Liberals &amp; MSM blamed everything that happened in the US on Trump when he was in office for his 'populism' while in Canada T…",FALSE,0,NA,2021-06-08 16:54:35,FALSE,NA,"1402308085872414723",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","donahugh216",20,TRUE,FALSE,NA,NA,"trump"
